category_code,country_code,url,created_at,caption,category_score,country_score,stereotype_score,offensiveness_score,contributors_cnt,contributors,updated_at
FOOD,CHN,https://www.indochinatour.com/assets/images/china-travel-guide/chinese-food.jpg,2024-08-10T13:30:11.734485,A round table is laden with various food dishes.,0,0,0,0,0,,2024-08-11T16:15:08.956226
FOOD,CHN,https://media.licdn.com/dms/image/D4E12AQGW4JizvpfBLw/article-cover_image-shrink_720_1280/0/1658231074494?e=2147483647&v=beta&t=ZvTFLBT6rhPJk7eKSeVqRC5eXqC7_MHN4F0_9y9-sF0,2024-08-10T13:30:11.734485,Three tall glasses of liquid with black spheres at the bottom.,0,0,0,0,0,,2024-08-11T16:15:08.956226
FOOD,CHN,https://images.chinahighlights.com/allpicture/2021/12/71879439c9ef4d0da835efb6_cut_750x400_39.jpg,2024-08-10T13:30:11.734485,A table is set with various bowls and plates of food.,0,0,0,0,0,,2024-08-11T16:15:08.956226
FOOD,CHN,https://pic2.cits.net/Images/2016/6/14/172226355a8eca5de-e_cut716537.jpg,2024-08-10T13:30:11.734485,"A bowl of noodles with meat, vegetables, and nuts is on a table next to a bowl and chopsticks.",0,0,0,0,0,,2024-08-11T16:15:08.956226
FOOD,CHN,https://www.chilihousesf.com/wp-content/uploads/2016/08/chinese-food-winer.jpg,2024-08-10T13:30:11.734485,"A plate of food with meat and vegetables, a glass of red liquid, and two chopsticks are on a wooden surface.",0,0,0,0,0,,2024-08-11T16:15:08.956226
FOOD,CHN,"https://res.cloudinary.com/enchanting/q_90,f_auto,c_lfill,w_400,h_400/enchanting-web/2023/09/Enchanting-Travels-China-Tours-Arrangment-of-various-dim-sum-in-bamboo-steamer.jpg",2024-08-10T13:30:11.734485,"Several woven baskets containing various foods, including round, white dumplings and yellow, cubed foods.",0,0,0,0,0,,2024-08-11T16:15:08.956226
FOOD,CHN,https://pic2.cits.net/Images/2016/6/17/924986499d78427-2_cut716537.jpg,2024-08-10T13:30:11.734485,"A bowl filled with white, round objects in liquid.",0,0,0,0,0,,2024-08-11T16:15:08.956226
FOOD,CHN,https://images.chinahighlights.com/allpicture/2020/03/bf789201261a46f3be452261_cut_800x500_61.jpg,2024-08-10T13:30:11.734485,"A white bowl of long, thin noodles topped with small pieces of other ingredients.",0,0,0,0,0,,2024-08-11T16:15:08.956226
FOOD,CHN,https://www.foodrepublic.com/img/gallery/100-chinese-fooddrink-words-and-phrases/intro-1684947586.jpg,2024-08-10T13:30:11.734485,"A table is set with a variety of cooked food, including fish, chicken, and pastries.",0,0,0,0,0,,2024-08-11T16:15:08.956226
FOOD,CHN,https://pic2.cits.net/Images/2016/6/17/9149838a9064475-c_cut716537.jpg,2024-08-10T13:30:11.734485,A fish is served in a red sauce with various vegetables.,0,0,0,0,0,,2024-08-11T16:15:08.956226
FOOD,CHN,https://worldoffoodanddrink.worldtravelguide.net/wp-content/uploads/2018/08/shu-gen-Roast-duck-424964263-1440x823.jpg,2024-08-10T13:30:11.734485,Several roasted birds are hanging from a rack.,0,0,0,0,0,,2024-08-11T16:15:08.956226
FOOD,CHN,https://lh5.googleusercontent.com/9NcDfmmdVoeSRDdBPRFbkYRMApfx-HEsopS1bl6fmEZlDEnkK7-80X37jbhd29VNG8sFSXH0cKuyHDWYB7lHyKa-H6tDsTgTorOmBApCEk8XksSe3nQUTZdIMIra1o77acestQmi,2024-08-10T13:30:11.734485,"A bowl of white, cooked rice sits on a table.",0,0,0,0,0,,2024-08-11T16:15:08.956226
