category_code,country_code,image_url,created_at,isEnglish
DANCE,FRA,https://static01.nyt.com/images/2019/02/27/arts/27BAROQUE-CHRISTIE1/merlin_151250727_76f98d67-210e-4b95-9dd0-d3cbdf55f317-superJumbo.jpg,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://brooklynrail.imgix.net/content/article_image/image/38952/breyer-coates-4.jpg?w=575&q=80&fit=max,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://brooklynrail.imgix.net/content/article_image/image/38954/breyer-coates-6-a.jpg?w=575&q=80&fit=max,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://i.ytimg.com/vi/RiiylKF-fDo/maxresdefault.jpg,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://static01.nyt.com/images/2019/02/27/arts/27BAROQUE-CHRISTIE2/merlin_151250733_43a75b9c-ef94-4048-b2a6-406c4de568c7-articleLarge.jpg?quality=75&auto=webp&disable=upscale,2024-08-10T02:19:08.705601,True
DANCE,FRA,"https://media.newyorker.com/photos/5a7381cc5e4ebe6f9f6d75aa/1:1/w_1600,h_1600,c_limit/Harss-Caught-Between-Algeria-and-France-in-Dance.jpg",2024-08-10T02:19:08.705601,True
DANCE,FRA,https://medias.moulinrouge.fr/wp-content/uploads/2021/07/1951-french-cancan-mr_72dpi-1024x621.jpg,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://storage.googleapis.com/rail-legacy-media/production/content/article_image/image/38949/breyer-coates-1-a.jpg,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://cdn.britannica.com/34/3734-004-D66E6719/canvas-oil-Le-Moulin-de-la-Galette-1876.jpg,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgQCWwPfB5firwrLWAwQPrJLTEK2h8WP3yhaxE_tk1iC4U-dJBAKf2ZuQz4KjPlDDLUJ3YBR1DElbT50SEpdLbZ7PXbRZw7tZxCbSCCv4ym9uVRsXO7AinBI-isfoD4m_8ULEQMhyl9wyg/s1600/French+Culture.jpg,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://brooklynrail.imgix.net/content/article_image/image/38955/breyer-coates-7.jpg?w=575&q=80&fit=max,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://i0.wp.com/blog.artsper.com/wp-content/uploads/2021/06/cody-choi.jpeg?resize=644%2C430&ssl=1,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://www.lingoda.com/blog/wp-content/uploads/2022/06/what-are-the-different-french-dance-styles-1-e1654179818381.jpg,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://villa-albertine.org/wp-content/uploads/2023/08/03-juillet-2022c_Luca-ianelli-pour-Montpellier-Danse-2_0-768x429.jpg,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://static01.nyt.com/images/2024/08/09/multimedia/SAIDO-OLYMPIAD--05-jzhb/SAIDO-OLYMPIAD--05-jzhb-threeByTwoMediumAt2X.jpg?auto=webp,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://upload.wikimedia.org/wikipedia/commons/3/38/Two_dancers.jpg,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://i0.wp.com/blog.artsper.com/wp-content/uploads/2021/06/William_Blake-Oberon_Titania_and_Puck_with_Fairies_Dancing-min.jpeg?resize=644%2C362&ssl=1,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://static01.nyt.com/images/2017/07/05/arts/05CHARMATZ/05CHARMATZ-articleLarge.jpg?quality=75&auto=webp&disable=upscale,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://upload.wikimedia.org/wikipedia/commons/5/5d/Labudovo_jezero%2C_Balet_SNP-a%2C_Jelena_Le%C4%8Di%C4%87%2C_Andrej_Kol%C4%8Deriju%2C_foto_M._Polzovi%C4%87.jpg,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://cdn.britannica.com/12/185412-050-6F2208E1/Misty-Copeland-American-Ballet-Theatre-audiences-role-June-24-2015.jpg?w=400&h=300&c=crop,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://www.chinadaily.com.cn/culture/attachement/jpg/site1/20140211/00221910da6c1464183d5e.jpg,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://www.lelongweekend.com/wp-content/uploads/2019/08/LLW-celtic-festival-france-1024x667.jpg,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://i.pinimg.com/736x/6a/64/56/6a64565fb768a063b35dba8a69dadd13.jpg,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://d1u57wxxsxzpd6.cloudfront.net/1c5b4f1f-e552-4a88-834d-02389b7af428_image.jpeg,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://c8.alamy.com/comp/F7PHHA/painting-titled-a-dance-to-the-music-of-time-by-nicolas-poussin-1594-F7PHHA.jpg,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Tambourin.jpg/1200px-Tambourin.jpg,2024-08-10T02:19:08.705601,True
DANCE,FRA,"https://media.vogue.fr/photos/5d31bf328133af0008628de6/16:9/w_4607,h_2591,c_limit/GettyImages-486778371.jpg",2024-08-10T02:19:08.705601,True
DANCE,FRA,https://i.ebayimg.com/images/g/N04AAOSwAHpjUcwx/s-l1200.webp,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://cdn.britannica.com/12/185412-050-6F2208E1/Misty-Copeland-American-Ballet-Theatre-audiences-role-June-24-2015.jpg,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://cdn.britannica.com/48/82648-050-45E8E193/music-Merce-Cunningham-Dance-Company-Radiohead-Split.jpg?w=200&h=200&c=crop,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://c8.alamy.com/comp/RCX5WW/minuet-old-french-folk-dance-of-the-baroque-and-classical-eras-woodcut-1888-historic-engraving-RCX5WW.jpg,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWvowrWDgyBnzkoGj64HeZOIzCh2YLDC5FCw&s,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://parisinstitute.org/wp-content/uploads/2021/09/faclounge.interview1.jpg,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://static01.nyt.com/images/2018/08/11/arts/11TroutMorris-refer/11TroutMorris-refer-videoSixteenByNine3000.jpg?year=2018&h=1688&w=3000&s=97e56d2a7dec80ded140422f5f764d909833e78f8a0fb222abc9e736c653ca8c&k=ZQJBKqZ0VN&tw=1,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://www.mediastorehouse.co.uk/p/679/safrica-art-dance-ballet-12099811.jpg.webp,2024-08-10T02:19:08.705601,True
DANCE,FRA,https://www.theatreinparis.com/uploads/images/spectacle/signes-agathe-poupeney-main.jpg,2024-08-10T02:19:08.705601,True
