category_code,country_code,url,created_at,isEnglish,caption,category_score,country_score,stereotype_score,offensiveness_score,contributors_cnt,contributors,updated_at
TOOLS,JOR,https://anolon.com/cdn/shop/products/47993_ANO_APT_SureGrip-tools-10pc-set-Graphite_set-contents-png.png?v=1659637446&width=1080,2024-08-10T17:49:33.942080,True,,0,0,0,0,0,,
TOOLS,JOR,https://jordantool.com/wp-content/uploads/2022/03/Jordan-Tool-Logo-social.png,2024-08-10T17:49:33.942080,True,,0,0,0,0,0,,
TOOLS,JOR,https://m.media-amazon.com/images/I/61VfMYJ6HfL.jpg,2024-08-10T17:49:33.942080,True,,0,0,0,0,0,,
TOOLS,JOR,https://i.ebayimg.com/images/g/yJ4AAOSwehtf~Z-y/s-l1200.jpg,2024-08-10T17:49:33.942080,True,,0,0,0,0,0,,
TOOLS,JOR,"https://m.media-amazon.com/images/I/81PL6HpEt-L._AC_UF1000,1000_QL80_.jpg",2024-08-10T17:49:33.942080,True,,0,0,0,0,0,,
TOOLS,JOR,https://m.media-amazon.com/images/I/815aQ3u30iL._AC_SL1500_.jpg,2024-08-10T17:49:33.942080,True,,0,0,0,0,0,,
TOOLS,JOR,https://i.ebayimg.com/images/g/sBAAAOSwZrliPZO~/s-l1200.jpg,2024-08-10T17:49:33.942080,True,,0,0,0,0,0,,
TOOLS,JOR,https://materialkitchen.com/cdn/shop/files/1_cd3a98fc-2f96-4c63-9f35-188f0510ae54.png?v=1713891146,2024-08-10T17:49:33.942080,True,,0,0,0,0,0,,
TOOLS,JOR,https://cdn.shopify.com/s/files/1/2304/7781/t/228/assets/189ecc6843e2--2022-03-21-MaterialKitchen-Iconics-0590-SELECT-RET-R1-Large-03f10a.jpeg?v=1714768036,2024-08-10T17:49:33.942080,True,,0,0,0,0,0,,
TOOLS,JOR,https://i.etsystatic.com/19881879/r/il/3934f5/2358414285/il_fullxfull.2358414285_ejc4.jpg,2024-08-10T17:49:33.942080,True,,0,0,0,0,0,,
TOOLS,JOR,https://mythical.com/cdn/shop/files/utensils_product_flat.jpg?v=1688152638,2024-08-10T17:49:33.942080,True,,0,0,0,0,0,,
TOOLS,JOR,https://i.ebayimg.com/images/g/Z20AAOSwCyxf~Z9W/s-l1200.jpg,2024-08-10T17:49:33.942080,True,,0,0,0,0,0,,
TOOLS,JOR,https://shop.certifiedangusbeef.com/cdn/shop/files/pitmaster-bbq-tools-lifestyles4.jpg?v=1720132911&width=1445,2024-08-10T17:49:33.942080,True,,0,0,0,0,0,,
TOOLS,JOR,https://materialkitchen.com/cdn/shop/products/PNGPink.png?v=1658763330,2024-08-10T17:49:33.942080,True,,0,0,0,0,0,,
TOOLS,JOR,https://cdn.sanity.io/images/fr9flhkd/main/adc9ba7f299f0d183c1665e55f69613e999f6670-1500x1500.jpg?fm=webp&q=75&w=1280,2024-08-10T17:49:33.942080,True,,0,0,0,0,0,,
TOOLS,JOR,"https://m.media-amazon.com/images/I/815rpyfW4CL._AC_UF894,1000_QL80_.jpg",2024-08-10T17:49:33.942080,True,,0,0,0,0,0,,
TOOLS,JOR,https://i.ebayimg.com/images/g/~~EAAOSwMFhf2hMB/s-l1200.webp,2024-08-10T17:49:33.942080,True,,0,0,0,0,0,,
TOOLS,JOR,https://upload.wikimedia.org/wikipedia/commons/1/15/Spork_chops_for_sale.jpg,2024-08-10T17:49:33.942080,True,,0,0,0,0,0,,
TOOLS,JOR,https://media1.thehungryjpeg.com/thumbs2/ori_3769202_4qqawoa71mni2jhg9r0iy4xc0snq0q6wwpq92uo7_kitchen-svg-bundle-kitchen-tools-baking-svg-cut-files-utensils-svg.jpg,2024-08-10T17:49:33.942080,True,,0,0,0,0,0,,
TOOLS,JOR,https://www.msrgear.com/on/demandware.static/-/Sites-msr-master-catalog/default/dw62e4b05b/images/large/05341_MSR_Alpine_Utensil_Set.jpg,2024-08-10T17:49:33.942080,True,,0,0,0,0,0,,
TOOLS,JOR,https://m.media-amazon.com/images/I/81a40tDjQhL._AC_SL1500_.jpg,2024-08-10T17:49:33.942080,True,,0,0,0,0,0,,
TOOLS,JOR,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMeXg1Jp96JsXIXZPug7cgIEyMKDVuUoaxfQ&s,2024-08-10T17:49:33.942080,True,,0,0,0,0,0,,
TOOLS,JOR,https://m.media-amazon.com/images/I/71oxFTeBInL._AC_SL1497_.jpg,2024-08-10T17:49:33.942080,True,,0,0,0,0,0,,
TOOLS,JOR,https://t3.ftcdn.net/jpg/03/53/30/46/360_F_353304692_QC6bTFAoOGf7WgL4cZH2rbtHnIobqjv7.jpg,2024-08-10T17:49:33.942080,True,,0,0,0,0,0,,
TOOLS,JOR,https://us.josephjoseph.com/cdn/shop/products/UNITG0100SW_Image_1.jpg?v=1680257173,2024-08-10T17:49:33.942080,True,,0,0,0,0,0,,
TOOLS,JOR,https://m.media-amazon.com/images/I/810DlqmuDCL._AC_SL1500_.jpg,2024-08-10T17:49:33.942080,True,,0,0,0,0,0,,
