category_code,country_code,image_url,created_at,isEnglish
FOOD,EGY,https://unitedguidestravel.com/wp-content/uploads/2020/06/table-of-different-traditional-egyptian-food-800x450.jpg,2024-08-10T01:02:32.660586,True
FOOD,EGY,https://worldoffoodanddrink.worldtravelguide.net/wp-content/uploads/2018/02/shu-Egyptian-food-Falafel-in-pita-bread-320756846-gkrphoto-1440x823.jpg,2024-08-10T01:02:32.660586,True
FOOD,EGY,"https://media.cnn.com/api/v1/images/stellar/prod/191206115758-1-shakshouka-photo-courtesy-emeco-travel-etpb.jpg?q=w_1600,h_900,x_0,y_0,c_fill",2024-08-10T01:02:32.660586,True
FOOD,EGY,https://media.licdn.com/dms/image/C4E12AQGepD4Gd6Sohg/article-cover_image-shrink_600_2000/0/1520065972500?e=2147483647&v=beta&t=k5ziay8YhHXeFiMLAc5JsZOpC-NvZMMiRySofvaiLeQ,2024-08-10T01:02:32.660586,True
FOOD,EGY,https://i.ytimg.com/vi/aLGqN2C1PIE/sddefault.jpg,2024-08-10T01:02:32.660586,True
FOOD,EGY,https://amazingfoodanddrink.com/wp-content/uploads/2023/12/Untitled-design-22.webp,2024-08-10T01:02:32.660586,True
FOOD,EGY,https://www.willflyforfood.net/wp-content/uploads/2021/08/egyptian-food-sahlab.jpg.webp,2024-08-10T01:02:32.660586,True
FOOD,EGY,https://images.memphistours.com/large/976781106_Traditional%20Egyptian%20Food.jpg,2024-08-10T01:02:32.660586,True
FOOD,EGY,https://www.shorthistory.org/images/Ploughing-with-a-yoke-of-horned-cattle-in-AncientEgypt.jpg,2024-08-10T01:02:32.660586,True
FOOD,EGY,https://www.cleopatraegypttours.com/wp-content/uploads/2018/07/sahlab.png,2024-08-10T01:02:32.660586,True
FOOD,EGY,https://www.worldhistory.org/img/c/p/1600x900/19187.jpg,2024-08-10T01:02:32.660586,True
FOOD,EGY,"https://m.media-amazon.com/images/I/41hB1cFhgYL._AC_UF1000,1000_QL80_.jpg",2024-08-10T01:02:32.660586,True
FOOD,EGY,https://amazingfoodanddrink.com/wp-content/uploads/2022/02/a-mouth-watering-arrangement-of-diverse-egyptian-c-yVTyt6UQSqK43Gl8mWKqng-oYrSriVHSfebPk8Il2OO2A.jpeg,2024-08-10T01:02:32.660586,True
FOOD,EGY,https://eskapas.com/wp-content/uploads/2021/05/Falafel-1-1024x683.jpg,2024-08-10T01:02:32.660586,True
FOOD,EGY,https://amazingfoodanddrink.com/wp-content/uploads/2023/12/Egyptian-food.jpg,2024-08-10T01:02:32.660586,True
FOOD,EGY,https://images.memphistours.com/large/a41dc1a1fd043b51aee1b64aa1d775c0.jpg,2024-08-10T01:02:32.660586,True
FOOD,EGY,https://farm6.static.flickr.com/5012/5588066435_1dce8abc20_o.jpg,2024-08-10T01:02:32.660586,True
FOOD,EGY,https://d3rr2gvhjw0wwy.cloudfront.net/uploads/mandators/49581/file-manager/a-quick-guide-to-the-best-that-egyptian-food-has-to-offer..jpg,2024-08-10T01:02:32.660586,True
FOOD,EGY,https://www.historyforkids.net/wp-content/uploads/2023/05/Ancient-Egyptian-food-22-5-1.png?ezimgfmt=rs:391x391/rscb1/ngcb1/notWebP,2024-08-10T01:02:32.660586,True
FOOD,EGY,https://upload.wikimedia.org/wikipedia/commons/9/9b/Molokheya_and_rice_with_chiken%2C_Egypt_2012.JPG,2024-08-10T01:02:32.660586,True
FOOD,EGY,https://www.sharm-club.com/assets/images/foodies/drinks/sugarcane-drink.jpg,2024-08-10T01:02:32.660586,True
FOOD,EGY,https://amazingfoodanddrink.com/wp-content/uploads/2023/12/Untitled-design-1-2-2.webp,2024-08-10T01:02:32.660586,True
FOOD,EGY,https://d3rr2gvhjw0wwy.cloudfront.net/uploads/mandators/49581/file-manager/egyptian-traditional-food-meat-dishes.jpg,2024-08-10T01:02:32.660586,True
FOOD,EGY,"https://media.cnn.com/api/v1/images/stellar/prod/191206120013-7-koshary-egypt-s-national-dish-photo-courtesy-emeco-travel-etpb.jpg?q=w_1600,h_900,x_0,y_0,c_fill",2024-08-10T01:02:32.660586,True
FOOD,EGY,https://lp-cms-production.imgix.net/2022-10/Egypt-2JT116J-RFC.jpeg?w=1920&auto=format&q=75,2024-08-10T01:02:32.660586,True
FOOD,EGY,https://www.cleopatraegypttours.com/wp-content/uploads/2018/12/Fuul.png,2024-08-10T01:02:32.660586,True
FOOD,EGY,https://images.twinkl.co.uk/tw1n/image/private/t_630_eco/image_repo/51/15/t2-h-5769-ancient-egyptian-food-differentiated-activity-sheets_ver_3.jpg,2024-08-10T01:02:32.660586,True
FOOD,EGY,https://www.willflyforfood.net/wp-content/uploads/2021/08/egyptian-food-falafel.jpg.webp,2024-08-10T01:02:32.660586,True
FOOD,EGY,https://www.trafalgar.com/real-word/wp-content/uploads/sites/3/2020/09/konafa-egyptian-dessert.jpeg,2024-08-10T01:02:32.660586,True
FOOD,EGY,https://i.pinimg.com/originals/1e/45/1a/1e451ac16c149a0da44faab678f48a2c.jpg,2024-08-10T01:02:32.660586,True
