category_code,country_code,image_url,created_at,isEnglish
DANCE,EGY,https://souldance-mag.com/wp-content/uploads/2020/02/egyptian-women-play-music-1024x651.jpg,2024-08-10T00:51:31.804362,True
DANCE,EGY,https://admin.ask-aladdin.com/photos/egypt/articles/Ancient-Egypt-Dance-askaladdin.webp,2024-08-10T00:51:31.804362,True
DANCE,EGY,https://www.crystalinks.com/EgyptDancers.jpg,2024-08-10T00:51:31.804362,True
DANCE,EGY,https://www.crystalinks.com/EgyptMusic1.jpg,2024-08-10T00:51:31.804362,True
DANCE,EGY,https://souldance-mag.com/wp-content/uploads/2020/02/seven-females-dancing-on-clapping-fingers-1024x578.jpg,2024-08-10T00:51:31.804362,True
DANCE,EGY,https://static01.nyt.com/images/2023/06/06/autossell/06sci-birdmural-promo/06sci-birdmural-promo-videoSixteenByNine3000.jpg?year=2023&h=1688&w=3000&s=c2af82ecf4c04ba95f4b928bf4ee0f3c7c13e9675de8ef6369307afb2ea90a65&k=ZQJBKqZ0VN&tw=1,2024-08-10T00:51:31.804362,True
DANCE,EGY,https://sm.mashable.com/mashable_me/photo/default/egyptian-music_jn7q.jpg,2024-08-10T00:51:31.804362,True
DANCE,EGY,https://www.ancient-egypt-online.com/images/funerary-procession.jpg,2024-08-10T00:51:31.804362,True
DANCE,EGY,https://www.crystalinks.com/EgyptMusic2.jpg,2024-08-10T00:51:31.804362,True
DANCE,EGY,https://cdn.britannica.com/25/83825-050-F8826674/Anubis-Egyptian-Book-of-the-Dead-dead-c-1275-bce.jpg,2024-08-10T00:51:31.804362,True
DANCE,EGY,https://c8.alamy.com/comp/K2YC9M/instruments-ancient-egypt-wall-painting-showing-musicians-playing-K2YC9M.jpg,2024-08-10T00:51:31.804362,True
DANCE,EGY,https://www.heritage-print.com/p/731/ancient-egyptian-musicians-dancer-1910-14873204.jpg.webp,2024-08-10T00:51:31.804362,True
