category_code,country_code,url,created_at,isEnglish,caption,category_score,country_score,stereotype_score,offensiveness_score,contributors_cnt,contributors,updated_at
CITIES,POL,https://www.investmentmonitor.ai/wp-content/uploads/sites/7/2022/03/GettyImages-1211511940-4.jpg,2024-08-10T14:13:17.620078,True,,0,0,0,0,0,,
CITIES,POL,https://travel2next.com/wp-content/uploads/cities-in-poland-warsaw.jpg,2024-08-10T14:13:17.620078,True,,0,0,0,0,0,,
CITIES,POL,https://visiteurope.com/wp-content/uploads/2.-Wroclaw-City-of-Literature-NTO-POT.jpg,2024-08-10T14:13:17.620078,True,,0,0,0,0,0,,
CITIES,POL,https://i.ytimg.com/vi/b6btusiWHn0/maxresdefault.jpg,2024-08-10T14:13:17.620078,True,,0,0,0,0,0,,
CITIES,POL,https://images.squarespace-cdn.com/content/v1/58b2f9802e69cf75a41179db/1523831412606-X60I0DGOWJTL5U4CWHT2/image-asset.jpeg,2024-08-10T14:13:17.620078,True,,0,0,0,0,0,,
CITIES,POL,"https://media.cnn.com/api/v1/images/stellar/prod/181018144358-wroclaw-1.jpg?q=w_1600,h_900,x_0,y_0,c_fill",2024-08-10T14:13:17.620078,True,,0,0,0,0,0,,
CITIES,POL,https://visitukraine.today/media/blog/previews/V8cOyhQAoFsVt5VNTpOuTXc6aEl6wyKxfP8jSj2H.webp,2024-08-10T14:13:17.620078,True,,0,0,0,0,0,,
CITIES,POL,https://www.terminal.io/_next/image?url=https%3A%2F%2Fstatic.prod.terminal.io%2Fterminal-cms%2Fuploads%2F20230802171056%2Fkamil-gliwinski-xcPw1-5OHTk-unsplash.jpg&w=3840&q=75,2024-08-10T14:13:17.620078,True,,0,0,0,0,0,,
CITIES,POL,https://images.squarespace-cdn.com/content/v1/58b2f9802e69cf75a41179db/1515415911550-KFJ89BLUQE2UEQ4D0X6X/image-asset.jpeg,2024-08-10T14:13:17.620078,True,,0,0,0,0,0,,
CITIES,POL,https://www.thesweetestway.com/wp-content/uploads/2016/01/Warsaw-Final-4.jpg,2024-08-10T14:13:17.620078,True,,0,0,0,0,0,,
CITIES,POL,https://www.thinkpoland.org/media/wysiwyg/Miasta/Poznan_ST.jpg,2024-08-10T14:13:17.620078,True,,0,0,0,0,0,,
CITIES,POL,https://i.ytimg.com/vi/6KjOfVTX10Q/maxresdefault.jpg,2024-08-10T14:13:17.620078,True,,0,0,0,0,0,,
CITIES,POL,https://i0.wp.com/theexiledsoul.com/wp-content/uploads/2022/10/img_7609.jpg?resize=720%2C471&ssl=1,2024-08-10T14:13:17.620078,True,,0,0,0,0,0,,
CITIES,POL,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Un-poland.png/220px-Un-poland.png,2024-08-10T14:13:17.620078,True,,0,0,0,0,0,,
CITIES,POL,https://d2rdhxfof4qmbb.cloudfront.net/wp-content/uploads/20230214183429/istockphoto-613048620-612x612-1.jpg,2024-08-10T14:13:17.620078,True,,0,0,0,0,0,,
CITIES,POL,https://epepa.eu/wp-content/uploads/2019/11/gliwice-market-square-poland.jpg,2024-08-10T14:13:17.620078,True,,0,0,0,0,0,,
