category_code,country_code,url,created_at,caption,category_score,country_score,stereotype_score,offensiveness_score,contributors_cnt,contributors,updated_at
CLOTH,US,https://slm-assets.secondlife.com/assets/5147174/lightbox/edd_usa.jpg?1330144606,2024-08-10T15:35:08.982168,Four people are wearing clothing with the colors and patterns of a flag.,0,0,0,0,0,,2024-08-11T16:23:13.706370
CLOTH,US,https://esq.h-cdn.co/assets/17/28/1280x1280/square-1500062497-es-071217-what-it-means-to-be-carhartt-today-2b.jpg,2024-08-10T15:35:08.982168,"A brown jacket with a white collar and red and white plaid shirt is in front of a red, white, and blue flag with a white bird with a yellow beak.",0,0,0,0,0,,2024-08-11T16:23:13.706370
CLOTH,US,https://toddshelton.com/blog/wp-content/uploads/2022/03/2022_american_made_clothing_brands.jpg,2024-08-10T15:35:08.982168,"A person is wearing a blue jacket, brown pants, and yellow hat.",0,0,0,0,0,,2024-08-11T16:23:13.706370
CLOTH,US,https://qph.cf2.quoracdn.net/main-qimg-a2755f21bbf90f75f47520b81c57ffaa-lq,2024-08-10T15:35:08.982168,Three women are wearing different outfits.,0,0,0,0,0,,2024-08-11T16:23:13.706370
CLOTH,US,https://i.pinimg.com/736x/be/fe/0c/befe0c677d07d118485ba7651a2558d7.jpg,2024-08-10T15:35:08.982168,"Two women are wearing long, patterned dresses in a grassy area.",0,0,0,0,0,,2024-08-11T16:23:13.706370
CLOTH,US,https://cdn.mos.cms.futurecdn.net/nqMkhkpu6TbBgGRDYNUXxL.jpg,2024-08-10T15:35:08.982168,Three women are wearing different clothing styles.,0,0,0,0,0,,2024-08-11T16:23:13.706370
CLOTH,US,https://image.shopittome.com/blog/2019/05/clothing-size.jpg,2024-08-10T15:35:08.982168,Multiple pieces of clothing are hanging on a rack.,0,0,0,0,0,,2024-08-11T16:23:13.706370
CLOTH,US,https://juneadel.com/cdn/shop/files/21008980_0b63ae65-0c6a-4964-a8ee-f5da68cbeab2_2048x.jpg?v=1716563555,2024-08-10T15:35:08.982168,"A long-sleeved garment is patterned with horizontal stripes and stars in red, white, and blue.",0,0,0,0,0,,2024-08-11T16:23:13.706370
CLOTH,US,"https://media.gq.com/photos/5597cd4d2ca2759512987e24/16:9/w_4000,h_2250,c_limit/GettyImages-106878957.jpg",2024-08-10T15:35:08.982168,A sewn patch with red and blue stripes on white fabric.,0,0,0,0,0,,2024-08-11T16:23:13.706370
CLOTH,US,https://us.kowtowclothing.com/cdn/shop/files/t-shirt_dancer_dress-black-06.jpg?v=1706150938,2024-08-10T15:35:08.982168,A person in a black dress and black shoes is standing in front of a light background.,0,0,0,0,0,,2024-08-11T16:23:13.706370
