category_code,country_code,image_url,created_at,isEnglish
NATUR,NGA,https://i.pinimg.com/736x/4b/f6/4a/4bf64a5da13e02a71f0f28815010c1f4.jpg,2024-08-10T05:59:27.863184,True
NATUR,NGA,https://www.bornfreeusa.org/wp-content/uploads/blog-nigeria-nature-priority-post.jpg,2024-08-10T05:59:27.863184,True
NATUR,NGA,https://media.istockphoto.com/id/1213593842/photo/idanre-hills-pano.jpg?s=612x612&w=0&k=20&c=CGS9BYmuKUd8KNR5M7k2wNGNZ6J-t8b_OVef43EM6zo=,2024-08-10T05:59:27.863184,True
NATUR,NGA,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSPMJ2o_McRh4jlDWiM2QQhGWrPnjUTFq7GOw&s,2024-08-10T05:59:27.863184,True
NATUR,NGA,https://ocdn.eu/pulscms-transforms/1/rhzktkqTURBXy9kM2Y0Y2Q4MjVlMjllZDA1ZDZkZjQwNmJkMmFjYjZiMS5qcGVnkpUDABjNAoDNAWiTBc0EsM0Cdg,2024-08-10T05:59:27.863184,True
NATUR,NGA,https://lh3.googleusercontent.com/ci/AL18g_TCDOZc58u0eJTq5D6v6xGQNZraYH1eNEFXkQLSGQ6F6C6o__R5kv-g_d2w_TTfrRgpD7bH_g,2024-08-10T05:59:27.863184,True
NATUR,NGA,https://www.travelstart.com.ng/blog/wp-content/uploads/2019/07/GettyImages-1134519127-1.jpg,2024-08-10T05:59:27.863184,True
NATUR,NGA,https://upload.wikimedia.org/wikipedia/commons/e/e6/Benin_nigeria_-explorenigeria.jpg,2024-08-10T05:59:27.863184,True
NATUR,NGA,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/88/2e/14/wooden-walkway.jpg?w=500&h=500&s=1,2024-08-10T05:59:27.863184,True
NATUR,NGA,https://i.ytimg.com/vi/17eBIXFkzlA/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLCg6Zig0XdA2NN_t4j3RMnEfZlO7g,2024-08-10T05:59:27.863184,True
