category_code,country_code,url,created_at,isEnglish,caption,category_score,country_score,stereotype_score,offensiveness_score,contributors_cnt,contributors,updated_at
ARCH,MEX,"https://res.cloudinary.com/enchanting/f_auto,q_70,w_900,h_490,c_fill/et-web/2019/06/Cathedral-and-Zocalo-decoration-for-the-Day-of-Dead.jpg",2024-08-10T03:26:50.143675,True,,0,0,0,0,0,,
ARCH,MEX,https://cdn.prod.website-files.com/5f3525764f482b9bb77ebb9d/5fe9ad4af185ed1b932f05f1_Mexico%20Main%20.jpg,2024-08-10T03:26:50.143675,True,,0,0,0,0,0,,
ARCH,MEX,https://cdn.britannica.com/41/100841-050-00BC8003/Library-National-Autonomous-University-of-Mexico-City.jpg,2024-08-10T03:26:50.143675,True,,0,0,0,0,0,,
ARCH,MEX,https://images.squarespace-cdn.com/content/v1/5d01a7efbf4ae50001f78eaf/015912da-6e69-42cf-903a-5e8cb781b180/4.+Vallecillo-Bustamante+19_sm.jpg,2024-08-10T03:26:50.143675,True,,0,0,0,0,0,,
ARCH,MEX,https://images.adsttc.com/media/images/58c1/bb33/e58e/cee0/f600/00fd/newsletter/25__-_Wikipedia_Guillermo_Calva_M%C3%A1rquez_CC_BY-SA_4.0__-_Catedral_Metropolitana_M%C3%A9xico.jpg?1489091334,2024-08-10T03:26:50.143675,True,,0,0,0,0,0,,
ARCH,MEX,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQemfLySNN3V5qzuqGDdloEDfJsQMpdKzWmWw&s,2024-08-10T03:26:50.143675,True,,0,0,0,0,0,,
ARCH,MEX,https://c8.alamy.com/comp/T9M4C3/traditional-mexican-architecture-in-the-municipalities-of-mexico-T9M4C3.jpg,2024-08-10T03:26:50.143675,True,,0,0,0,0,0,,
ARCH,MEX,https://ychef.files.bbci.co.uk/976x549/p05v523q.jpg,2024-08-10T03:26:50.143675,True,,0,0,0,0,0,,
ARCH,MEX,https://media.architecturaldigest.com/photos/5bfc412f7c86c80e83b4bc05/16:9/w_2560%2Cc_limit/view-of-building.jpg,2024-08-10T03:26:50.143675,True,,0,0,0,0,0,,
ARCH,MEX,https://mike.polischuk.net/wp-content/uploads/2018/08/IMG_7316-e1536467823690.jpg,2024-08-10T03:26:50.143675,True,,0,0,0,0,0,,
ARCH,MEX,https://cdn.vox-cdn.com/thumbor/_twQsxpR2mH_gAfdixaTxK7HEwk=/0x0:3906x2604/1200x900/filters:focal(1641x990:2265x1614):no_upscale()/cdn.vox-cdn.com/uploads/chorus_image/image/63296328/shutterstock_704451691.0.jpg,2024-08-10T03:26:50.143675,True,,0,0,0,0,0,,
ARCH,MEX,https://ochreandbeige.com/wp-content/uploads/2019/02/D1lfRfxw-1024x823.jpg,2024-08-10T03:26:50.143675,True,,0,0,0,0,0,,
